job_role,Requisition id,job responsibilities,qualification,desired,location
Software Engineering - PEGA,190019146,,,,"Hyderabad,AP,IN"
,,,,,
Wealth Management - Credit Risk MIS - Associate,190013185,,,,"Bangalore East,KA,IN"
,,,,,
Infrastructure Developer – Associate - Data Center Network,180103480,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering- Associate,190037088,,,,"Mumbai,MH,IN"
,,,,,
Analyst - GFI Asset Management - Client Reporting,190029463,,,,"Bangalore East,KA,IN"
,,,,,
Product Delivery Global Account Information Group Associate - 601,190030141,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering,190036902,,,,"Bangalore East,KA,IN"
,,,,,
Vice President_Supplier Assurance,190035505,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190013656,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering - Associate,190019096,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190011865,,,,"Bangalore East,KA,IN"
,,,,,
Associate _Supplier Assurance,190038115,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190003560,,,,"Mumbai,MH,IN"
,,,,,
CIB – Cash Operations – Transaction Processing Specialist  - Team Leader,190039713,,,,"Mumbai,MH,IN"
,,,,,
Senior Analyst - FRRA,190034596,,,,"Bangalore East,KA,IN"
,,,,,
Senior Java Developer,190030486,,,,"Mumbai,MH,IN"
,,,,,
Java Developer,190030489,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030493,,,,"Bangalore East,KA,IN"
,,,,,
Java Developer,190030494,,,,"Bangalore East,KA,IN"
,,,,,
Java Developer,190030488,,,,"Mumbai,MH,IN"
,,,,,
Java Developer,190030490,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030492,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Cash Management – Operations Analyst,190037442,,,,"Mumbai,MH,IN"
,,,,,
Wealth Management-IFS-Operations Analyst,190025118,,,,"Bangalore East,KA,IN"
,,,,,
Full stack Java developer,190017652,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190029048,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering,190028135,,,,"Bangalore East,KA,IN"
,,,,,
Business Operations Manager,190036246,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030485,,,,"Mumbai,MH,IN"
,,,,,
Software Engineer - Java Application Developer,190019575,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering- Associate,190038030,,,,"Mumbai,MH,IN"
,,,,,
Software Engineer - Java,180119976,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering- Associate,190038043,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering- Associate,190038046,,,,"Mumbai,MH,IN"
,,,,,
"Associate/VP – MRG Market Risk Capital Models, GMG – Mumbai",190038065,,,,"Mumbai,MH,IN"
,,,,,
CIB - Middle Office -  Transaction Processing Manager - Associate,190038118,,,,"Mumbai,MH,IN"
,,,,,
Big Data Developer Post Trade Reservoir Platform,190026666,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering - Python,190006971,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190027185,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Cash Operations – Transaction Processing Specialist - Operations Analyst,190036432,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Cash Operations – Transaction Processing Specialist - Operations Analyst,190036443,,,,"Bangalore East,KA,IN"
,,,,,
"Associate/VP – MRG Market Risk Capital Models, GMG – Mumbai",190038061,,,,"Mumbai,MH,IN"
,,,,,
Associate -  CBB Pricing Analytics,190009845,,"
,
,
,
,
",,"Bangalore East,KA,IN"
,,,,,
Analyst_FRRA Ext Rep_ Sch Prep (Loans),190002418,,,,"Bangalore East,KA,IN"
,,,,,
Solutions - Software Engineer,190010721,,,,"Bangalore East,KA,IN"
,,,,,
UK Intermediary Onboarding team - 502,190036445,,,,"Mumbai,MH,IN"
,,,,,
CIB – Cash Operations – Transaction Processing Specialist - Team Leader,190039711,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering -Dev Ops Engineer,180105372,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190013657,,,,"Bangalore East,KA,IN"
,,,,,
SRE Infrastructure Developer - Java,190004172,,,,"Bangalore East,KA,IN"
,,,,,
SRE Infrastructure Developer - Java,190014733,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Cash Operation – Transaction Processing Specialist – Team Leader,190035223,,,,"Mumbai,MH,IN"
,,,,,
CIB - APAC IS - Securities Settlements - Associate - Bangalore,190020171,,,,"Bangalore East,KA,IN"
,,,,,
Associate - CCB Technology Planning & Analysis (EA),190040642,,,,"Bangalore East,KA,IN"
,,,,,
Corporate Finance - Firmwide Financial Accounting and Reporting - Corporate Investment Bank - Derivative Asset Class Control - Associate,190010748,,,,"Mumbai,MH,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029746,,,,"Bangalore East,KA,IN"
,,,,,
Site Reliability Engineering - Infrastructure support,190040105,,,,"Hyderabad,AP,IN"
,,,,,
Product Delivery Global Account Information Group Associate - 601,190030141,,,,"Mumbai,MH,IN"
,,,,,
Team member- Nataional Subpoena,190034849,,,,"Bangalore East,KA,IN"
,,,,,
Analyst - GFI Asset Management - Client Reporting,190029463,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190036902,,,,"Bangalore East,KA,IN"
,,,,,
Vice President_Supplier Assurance,190035505,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029747,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190013656,,,,"Bangalore East,KA,IN"
,,,,,
Senior Analyst - FRRA,190034596,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering - Associate,190019096,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190011865,,,,"Bangalore East,KA,IN"
,,,,,
Associate _Supplier Assurance,190038115,,,,"Bangalore East,KA,IN"
,,,,,
Securities Services – Hedge Fund Services Analytics – Associate - Bangalore,190029985,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering,190003560,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030486,,,,"Mumbai,MH,IN"
,,,,,
Java Developer,190030489,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030493,,,,"Bangalore East,KA,IN"
,,,,,
Java Developer,190030494,,,,"Bangalore East,KA,IN"
,,,,,
Java Developer,190030488,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030485,,,,"Mumbai,MH,IN"
,,,,,
Senior Java Developer,190030492,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management-IFS-Operations Analyst,190025118,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer,190015311,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Cash Management – Operations Analyst,190037442,,,,"Mumbai,MH,IN"
,,,,,
Java Developer,190030490,,,,"Mumbai,MH,IN"
,,,,,
Full stack Java developer,190017652,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190029048,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering,190028135,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering- Associate,190037088,,,,"Mumbai,MH,IN"
,,,,,
Business Operations Manager,190036246,,,,"Mumbai,MH,IN"
,,,,,
Software Engineer - Java,180119976,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering- Associate,190038043,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering- Associate,190038046,,,,"Mumbai,MH,IN"
,,,,,
Software Engineer - Java Application Developer,190019575,,,,"Mumbai,MH,IN"
,,,,,
Asset and Wealth Management Performance Analysis Group Project Manager - 602,190028407,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer-  Java Developer + Angular/React JS,190031110,,,,"Mumbai,MH,IN"
,,,,,
Associate - Controls - Process Excellence,190003620,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering- Associate,190038030,,,,"Mumbai,MH,IN"
,,,,,
Wealth Management - Credit Risk MIS - Team Lead,190030174,,,,"Mumbai,MH,IN"
,,,,,
Asset Management - Guidelines(Monitoring ) – Operations Analyst,190029716,,,,"Mumbai,MH,IN"
,,,,,
Analyst_CCB Treasury Controller,190018152,,,,"Bangalore East,KA,IN"
,,,,,
Mumbai - CIB - 601 - Transaction Processing Manager,190034507,,,,"Mumbai,MH,IN"
,,,,,
Associate -  CBB Pricing Analytics,190009845,,"
,
,
,
,
",,"Bangalore East,KA,IN"
,,,,,
Analyst_FRRA Ext Rep_ Sch Prep (Loans),190002418,,,,"Bangalore East,KA,IN"
,,,,,
Solutions - Software Engineer,190010721,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Cash Operations – Transaction Processing Specialist - Team Leader,190039711,,,,"Mumbai,MH,IN"
,,,,,
UK Intermediary Onboarding team - 502,190036445,,,,"Mumbai,MH,IN"
,,,,,
CIB – Cash Operation – Transaction Processing Specialist – Team Leader,190035223,,,,"Mumbai,MH,IN"
,,,,,
Software Engineering -Dev Ops Engineer,180105372,,,,"Bangalore East,KA,IN"
,,,,,
Wealth Management - IFS - Operations Analyst,190013657,,,,"Bangalore East,KA,IN"
,,,,,
Securities Services – Hedge Fund Services Analytics – Associate - Bangalore,190029985,,,,"Mumbai,MH,IN"
,,,,,
Business Analyst,190024621,,,,"Hyderabad,AP,IN"
,,,,,
Business Analyst,190024623,,,,"Hyderabad,AP,IN"
,,,,,
Business Analyst,190010936,,,,"Hyderabad,AP,IN"
,,,,,
SRE Infrastructure Developer - Java,190004172,,,,"Bangalore East,KA,IN"
,,,,,
SRE Infrastructure Developer - Java,190014733,,,,"Bangalore East,KA,IN"
,,,,,
CIB - APAC IS - Securities Settlements - Associate - Bangalore,190020171,,,,"Bangalore East,KA,IN"
,,,,,
Corporate Finance - Firmwide Financial Accounting and Reporting - Corporate Investment Bank - Derivative Asset Class Control - Associate,190010748,,,,"Mumbai,MH,IN"
,,,,,
Associate - CCB Technology Planning & Analysis (EA),190040642,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer,190015311,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029746,,,,"Bangalore East,KA,IN"
,,,,,
Site Reliability Engineering - Infrastructure support,190040105,,,,"Hyderabad,AP,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029744,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029747,,,,"Bangalore East,KA,IN"
,,,,,
Team member- Nataional Subpoena,190034849,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer-  Java Developer + Angular/React JS,190031110,,,,"Mumbai,MH,IN"
,,,,,
Asset and Wealth Management Performance Analysis Group Project Manager - 602,190028407,,,,"Bangalore East,KA,IN"
,,,,,
Associate - Controls - Process Excellence,190003620,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Guidelines(Monitoring ) – Operations Analyst,190029716,,,,"Mumbai,MH,IN"
,,,,,
Wealth Management - Credit Risk MIS - Team Lead,190030174,,,,"Mumbai,MH,IN"
,,,,,
Analyst_CCB Treasury Controller,190018152,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190008583,,,,"Bangalore East,KA,IN"
,,,,,
AML Investigations - Sr. Team Member,190040619,,,,"Hyderabad,AP,IN"
,,,,,
Cash Position Management - Associate - Bangalore,190039742,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer -  Java,190036005,,,,"Bangalore East,KA,IN"
,,,,,
Asset Management - Portfolio Controls- Associate,190029744,,,,"Bangalore East,KA,IN"
,,,,,
AML Investigations - Sr. Team Member,190040616,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040603,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040618,,,,"Hyderabad,AP,IN"
,,,,,
CB - Business Analyst,190035159,,,,"Bangalore East,KA,IN"
,,,,,
AML Investigations - Sr. Team Member,190040608,,,,"Hyderabad,AP,IN"
,,,,,
CB-Associate,190035142,,,,"Bangalore East,KA,IN"
,,,,,
AML Investigations - Sr. Team Member,190040620,,,,"Hyderabad,AP,IN"
,,,,,
Software Engineer,190026064,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering - Java & Web Developer,190018658,,,,"Bangalore East,KA,IN"
,,,,,
CIB - F&BM - Control Manager - Program - Team Leader,190036122,,,,"Bangalore East,KA,IN"
,,,,,
Learning and Development Specialist II,190024431,,,,"Bangalore East,KA,IN"
,,,,,
Solution Engineer- Splunk,190032432,,,,"Hyderabad,AP,IN"
,,,,,
Learning and Development Specialist IV,190024430,,,,"Bangalore East,KA,IN"
,,,,,
Infrastructure Engineer,190012685,,,,"Bangalore East,KA,IN"
,,,,,
Sr. Analyst - HL P&A Analytics,190013704,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190010173,,,,"Bangalore East,KA,IN"
,,,,,
Recruitment Coordinator - Mumbai,190039157,,,,"Mumbai,MH,IN"
,,,,,
Business Support Management - ASSOC,190021124,,,,"Mumbai,MH,IN"
,,,,,
Sr. Associate Risk Reporting,190014774,,,,"Mumbai,MH,IN"
,,,,,
Firm-Wide ALM Analytics - Associate,190033114,,,,"Bangalore East,KA,IN"
,,,,,
Global Technology Regulatory Change Management,190022698,,,,"Hyderabad,AP,IN"
,,,,,
CIB – Securities Services Operations – Fund Accounting Specialist – Team Leader,190035971,,,,"Mumbai,MH,IN"
,,,,,
Global Technology Regulatory Change Management,190022699,,,,"Hyderabad,AP,IN"
,,,,,
SRE Infrastructure Developer - Java,190004150,,,,"Bangalore East,KA,IN"
,,,,,
Technology Controls - Risk Reporting,190006919,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040613,,,,"Hyderabad,AP,IN"
,,,,,
Mumbai - CIB - 601 - Transaction Processing Manager,190034507,,,,"Mumbai,MH,IN"
,,,,,
Business Analyst,190024621,,,,"Hyderabad,AP,IN"
,,,,,
Business Analyst,190024623,,,,"Hyderabad,AP,IN"
,,,,,
Business Analyst,190010936,,,,"Hyderabad,AP,IN"
,,,,,
Application Support Analyst,190025467,,,,"Mumbai,MH,IN"
,,,,,
Application Support Lead,190001439,,,,"Hyderabad,AP,IN"
,,,,,
Software Engineering,190021799,,,,"Mumbai,MH,IN"
,,,,,
AML Investigations - Sr. Team Member,190040611,,,,"Hyderabad,AP,IN"
,,,,,
Software Engineering,180120295,,,,"Bangalore East,KA,IN"
,,,,,
Infrastructure Developer – Vice President,190023386,,,,"Hyderabad,AP,IN"
,,,,,
Infrastructure SRE - Vice President,180108421,,,,"Bangalore East,KA,IN"
,,,,,
Infrastructure Developer – Active Directory Site Reliability Engineer – Vice President,190022854,,,,"Bangalore East,KA,IN"
,,,,,
Corporate Finance - Firmwide Financial Accounting and Reporting - Commercial Bank Financial Control - Vice President,190038818,,,,"Mumbai,MH,IN"
,,,,,
Corporate Finance - Firmwide Financial Accounting and Reporting - Commercial Bank Financial Control - Vice President,190038818,,,,"Mumbai,MH,IN"
,,,,,
Infrastructure SRE - Vice President,180108421,,,,"Bangalore East,KA,IN"
,,,,,
Corporate Finance - Firmwide Financial Accounting and Reporting - Commercial Bank - Analyst,190038811,,,,"Mumbai,MH,IN"
,,,,,
Infrastructure Developer – Active Directory Site Reliability Engineer – Vice President,190022854,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Securities Services Operations – Fund Accounting Specialist – Team Leader,190035971,,,,"Mumbai,MH,IN"
,,,,,
Cash Position Management - Associate - Bangalore,190039742,,,,"Bangalore East,KA,IN"
,,,,,
AML Investigations - Sr. Team Member,190040619,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040616,,,,"Hyderabad,AP,IN"
,,,,,
Digital Workforce Process Engineering Analyst II,180120685,,,,"Mumbai,MH,IN"
,,,,,
CIB - Recruiting Specialist - Team Leader,190040119,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer  - Java Full stack,190028368,,,,"Bangalore East,KA,IN"
,,,,,
LDAP Engineer,190035478,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040618,,,,"Hyderabad,AP,IN"
,,,,,
AML Investigations - Sr. Team Member,190040603,,,,"Hyderabad,AP,IN"
,,,,,
Associate,190032523,,,,"Mumbai,MH,IN"
,,,,,
Associate_Capital Management,190009881,,,,"Bangalore East,KA,IN"
,,,,,
Executive Director - Software Engineering Lead,190036068,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer - RBAC UI/AngularJS developer,180111935,,,,"Bangalore East,KA,IN"
,,,,,
Senior Front End Developer / Team Lead,190029083,,,,"Bangalore East,KA,IN"
,,,,,
Cyber Security -Risk Analyst,190002430,,,,"Hyderabad,AP,IN"
,,,,,
VP = SAPCO Expense Allocations and Attributions,190034196,,,,"Mumbai,MH,IN"
,,,,,
Information Security - Quality Assurance Analyst,190032383,,,,"Bangalore East,KA,IN"
,,,,,
UK Intermediary Onboarding team - Associate,190036453,,,,"Mumbai,MH,IN"
,,,,,
Asset Management - Reconciliation– Team Leader,190025049,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineering,190026194,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer -  Java,190036005,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer - Analyst,190028375,,,,"Bangalore East,KA,IN"
,,,,,
Software Engineer – Data Integration,190034603,,,,"Bangalore East,KA,IN"
,,,,,
Associate -Commercial Banking - Mumbai,190039151,,,,"Mumbai,MH,IN"
,,,,,
Site Reliability Engineer,190014722,,,,"Bangalore East,KA,IN"
,,,,,
Senior Java Application Developer,190030595,,,,"Bangalore East,KA,IN"
,,,,,
CIB – Cash Operations – Data Key Entry Specialist - Team Member,190034367,,,,"Mumbai,MH,IN"
